id,campaign_id,central_claim,llm_backends,dataset,languages,veracity,veracity_confidence,member_count
nar_194,camp_171,Global elites are allegedly using orchestrated events and vaccines to control populations while authorities fail to protect vulnerable groups.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_694,camp_171,"Disinformation narratives manipulate perceptions of Russian actions, Western behavior, and conflict dynamics.",bm25_rag,euvsdisinfo,EN|HUNGARIAN|RU,,,3
nar_961,camp_172,Russia denies election interference and frames Western criticism as fabricated disinformation or aggression.,bm25_rag,euvsdisinfo,English|German|Russian,,,3
nar_502,camp_172,A group claims they are the sole authority while alleging Russian sabotage and intense shelling in the region.,bm25_rag,euvsdisinfo,EN|UK,,,3
nar_22,camp_173,NATO selectively applies its defensive principles while international focus shifts regarding the Crimean situation.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_843,camp_173,Ukrainian special forces undergo rigorous training and have complex personnel histories influencing their operations.,bm25_rag,euvsdisinfo,Ukrainian,,,3
nar_996,camp_174,Political instability and external influence are shaping the governance and health crises in these regions.,bm25_rag,euvsdisinfo,Czech|English,,,3
nar_147,camp_174,"Ukraine is navigating complex geopolitical shifts involving international inspections, military alliances, and energy dependency.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_414,camp_175,"Armenian law strictly regulates visual media through comprehensive rules covering content, operations, and penalties.",bm25_rag,euvsdisinfo,ARMENIAN,,,3
nar_737,camp_175,"Russia allegedly uses private military groups to secure resources while Ukraine receives continued, though evolving, international military support.",bm25_rag,euvsdisinfo,ARABIC|EN|UK,,,3
nar_726,camp_22,Geopolitical tensions and alleged hidden influences drive narratives about global events and information control.,bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,4
nar_505,camp_175,Russia restricts its athletes and suppresses dissent while denying international accusations of chemical warfare.,bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_99,camp_176,"Russia faces economic pressures and external geopolitical threats, including vaccine disinformation and NATO escalation.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_889,camp_176,"The war in Ukraine has caused severe humanitarian crises, while the nation simultaneously addresses internal governance issues.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_476,camp_177,"The claims cover diverse topics, lacking a single shared central narrative.",bm25_rag,euvsdisinfo,RU|UK,,,3
nar_581,camp_177,"Russian authorities are targeting financial entities, while international sports and historical narratives face political scrutiny.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_71,camp_178,"Political figures face scrutiny over corruption, while international alliances express concerns regarding foreign policy.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_278,camp_178,"Ukrainian narratives are undermined by staged videos, hidden extremist elements, and persistent elite corruption.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_46,camp_87,External powers are allegedly undermining the nation's sovereignty through information campaigns and political pressure.,bm25_rag,euvsdisinfo,Italian|Russian,,,3
nar_791,camp_179,"The conflict is framed by competing narratives of Russian aggression, Western provocation, and international complicity.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_300,camp_179,Russia is pursuing expanded geopolitical control while challenging international sanctions and demanding concessions from allies.,bm25_rag,euvsdisinfo,Arabic|English|Russian,,,3
nar_208,camp_180,External actors are manipulating global events through disinformation and military actions.,bm25_rag,euvsdisinfo,Arabic|English|Russian,,,3
nar_713,camp_180,"Navalny's poisoning, US interference, and Russian anti-gay laws highlight systemic political and human rights issues in Russia.",bm25_rag,euvsdisinfo,EN|ES,,,3
nar_190,camp_181,US and UK military involvement in Ukraine is shifting amid ongoing political and legal developments.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_85,camp_181,Russian protests reflect public dissatisfaction with the current political climate and perceived lack of freedom.,bm25_rag,euvsdisinfo,Hungarian|Russian,,,3
nar_376,camp_182,"Geopolitical tensions involve diplomatic expulsions, conflicting international alliances, and skepticism toward EU values.",bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_53,camp_182,Global health and geopolitical conflicts are characterized by uneven vaccination efforts and alleged military actions.,bm25_rag,euvsdisinfo,English|Russian,,,4
nar_549,camp_183,"The Skripal case narrative is intertwined with political distractions, Russian obfuscation, and Ukrainian political commentary.",bm25_rag,euvsdisinfo,EN|FR|RU,,,3
nar_482,camp_183,"Various geopolitical events involve alleged Russian interference, Ukrainian provocations, and information opacity.",bm25_rag,euvsdisinfo,ARABIC|RU,,,3
nar_785,camp_184,"Misinformation narratives target specific local events, international political figures, and organizational assessments.",bm25_rag,euvsdisinfo,AZERBAIJANI|RU,,,3
nar_496,camp_184,"Misinformation narratives involve alleged political interference, shifting travel trends, and persecution of journalists.",bm25_rag,euvsdisinfo,EN|GEORGIAN|RU,,,3
nar_942,camp_185,"Various groups maintain firm, often disputed, narratives regarding political power, territorial claims, and public health information.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_340,camp_185,Ukrainian regional leaders are independently engaging with Russia while internal political maneuvering and external threats persist.,bm25_rag,euvsdisinfo,HUNGARIAN|RU,,,3
nar_582,camp_186,Georgia faces domestic policy changes amid concerns over Western and Russian influence on its national interests.,bm25_rag,euvsdisinfo,GEORGIAN|RU,,,3
nar_309,camp_186,European institutions are failing to protect citizens from rising antisemitic violence while political processes face manipulation.,bm25_rag,euvsdisinfo,English|French|Russian,,,3
nar_11,camp_187,The requested video or content is currently inaccessible due to technical limitations.,bm25_rag,euvsdisinfo,EN,,,9
nar_522,camp_187,"Misinformation circulates regarding global control, pandemic origins, and vaccine efficacy.",bm25_rag,euvsdisinfo,ARABIC|FR,,,3
nar_95,camp_188,"US foreign policy failures, including in Afghanistan and border control, suggest a lack of perceived external threats.",bm25_rag,euvsdisinfo,English,,,3
nar_270,camp_188,"Political figures face scrutiny over national initiatives, anti-Czech sentiment, and unproven foreign influence allegations.",bm25_rag,euvsdisinfo,Arabic|Czech,,,3
nar_767,camp_93,Geopolitical tensions and economic dependencies are creating instability across Eastern Europe.,bm25_rag,euvsdisinfo,ARABIC|RU,,,3
nar_288,camp_189,"Geopolitical tensions involve Ukrainian evidence, chemical concerns with Palladium, and US opposition to Nord Stream 2.",bm25_rag,euvsdisinfo,English,,,3
nar_397,camp_189,"Misinformation is circulating regarding Belarusian protests, Russian foreign policy, and alleged Ukrainian nuclear threats.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_574,camp_190,Western powers are accused of exploiting nations like Ukraine and Cuba while engaging in military interventions.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_453,camp_190,Russian media broadcasts are being countered by a growing Ukrainian shift toward linguistic and national unity.,bm25_rag,euvsdisinfo,EN|RU|UK,,,3
nar_84,camp_191,Russian authorities are accused of suppressing dissent while simultaneously warning about potential health threats.,bm25_rag,euvsdisinfo,Arabic|English,,,3
nar_447,camp_191,Geopolitical tensions are causing economic disruptions and fueling security concerns in the Balkans.,bm25_rag,euvsdisinfo,EN|RU|UK,,,3
nar_753,camp_192,Some narratives suggest external powers are exploiting the Belarusian crisis for geopolitical and military advantage.,bm25_rag,euvsdisinfo,RU,,,3
nar_792,camp_192,Russia claims Ukraine's identity and territory are being artificially severed from its Eastern roots.,bm25_rag,euvsdisinfo,RU,,,3
nar_900,camp_193,Powerful entities manipulate information and exploit geopolitical situations to control narratives.,bm25_rag,euvsdisinfo,Arabic|English|Russian,,,3
nar_648,camp_193,"Misinformation is circulating regarding device functionality, sports news authenticity, and viral video origins.",bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_782,camp_52,"Geopolitical instability, from poisoning incidents to regional unrest and economic shifts, is impacting global affairs.",bm25_rag,euvsdisinfo,ARABIC|EN,,,3
nar_586,camp_195,Regional powers are actively engaged in diplomatic efforts to restore balance and address geopolitical concerns.,bm25_rag,euvsdisinfo,ARABIC,,,3
nar_662,camp_194,The provided sub-claims are unrelated and do not share a common narrative.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_268,camp_115,Ukraine's military capacity is questioned while international geopolitical maneuvering continues across various regions.,bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_952,camp_194,Misinformation narratives manipulate events and figures to discredit Western reporting and challenge established historical facts.,bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_734,camp_195,"Western powers allegedly support authoritarian groups, fueling conflicts while Belarus needs a unified approach.",bm25_rag,euvsdisinfo,RU,,,3
nar_539,camp_196,"Russian military actions in Ukraine are alleged war crimes, while external powers complicate the regional stability.",bm25_rag,euvsdisinfo,EN|HUNGARIAN|RU,,,3
nar_946,camp_196,The war in Ukraine is causing devastating loss of life and widespread suffering across Central and Eastern Europe.,bm25_rag,euvsdisinfo,English,,,4
nar_280,camp_197,Georgia is modernizing its infrastructure while maintaining cultural ties with neighboring nations amidst geopolitical tensions.,bm25_rag,euvsdisinfo,Georgian|Norwegian,,,4
nar_310,camp_197,"Russian actions in Ukraine are framed by narratives involving economic influence, military opacity, and media distortion.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_83,camp_198,Russia frames its climate stance while criticizing EU sanctions and highlighting military cooperation with Ukraine.,bm25_rag,euvsdisinfo,Arabic|English|Russian,,,3
nar_577,camp_198,Syria claims chemical disarmament while media allegedly hides military defeats and Russia warns against US provocations.,bm25_rag,euvsdisinfo,ARABIC|HUNGARIAN|RU,,,3
nar_96,camp_199,Western media narratives are criticized for framing the conflict while downplaying Russian aggression and Ukrainian concerns.,bm25_rag,euvsdisinfo,English|French|Russian,,,3
nar_881,camp_49,"Geopolitical tensions are rising due to suspected foreign influence, border blockades, and increased military posturing.",bm25_rag,euvsdisinfo,Russian|Ukrainian,,,3
nar_137,camp_199,Some narratives suggest Russian aggression and internal power struggles are being manipulated by elites.,bm25_rag,euvsdisinfo,English|German|Russian,,,3
nar_918,camp_200,"Narratives often obscure underlying truths regarding political violence, societal values, and international responsibilities.",bm25_rag,euvsdisinfo,English|Spanish|Ukrainian,,,3
nar_707,camp_200,"Global and domestic pressures are impacting various regions, from energy dependence to political investigations and conflict zones.",bm25_rag,euvsdisinfo,RU|UK,,,3
nar_720,camp_201,"These claims cover diverse topics, including drug policy reform, international political designations, and debunking false reports of violence.",bm25_rag,euvsdisinfo,ARABIC|EN|UK,,,3
nar_77,camp_201,Russia promotes internal development while advocating for the UN's central role in global security amidst regional political shifts.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_276,camp_202,"Allegations suggest internal Ukrainian corruption, military escalation, and foreign interference in regional conflicts.",bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_925,camp_202,US intelligence is allegedly funding opposition in Eastern Europe while Russia criticizes Western actions in global conflicts.,bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_474,camp_203,"Russia claims Crimea's annexation is legal, while globalist opposition targets potential US political shifts.",bm25_rag,euvsdisinfo,ARABIC|CS|RU,,,3
nar_859,camp_203,"These disparate claims cover political systems, languages, corporate growth, and EU policy.",bm25_rag,euvsdisinfo,Georgian,,,4
nar_512,camp_204,Political forces manipulate public focus by diverting attention from racial issues to COVID-19 and globalist agendas.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_657,camp_204,"Ukrainian politics involves shifting power dynamics, elite corruption, and military conflicts involving key figures.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_487,camp_205,"Western entities are allegedly involved in discrediting Russian figures and vaccines, including the Navalny poisoning.",bm25_rag,euvsdisinfo,ARABIC|RU,,,3
nar_443,camp_205,"These claims weave together narratives of geopolitical conflict, foreign policy maneuvering, and disputed events.",bm25_rag,euvsdisinfo,ARABIC|RU,,,3
nar_745,camp_206,Russian narratives allege Ukrainian biolabs pose a threat while criticizing Syrian and NATO military actions.,bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_448,camp_49,"Geopolitical tensions are fueled by alleged foreign interference, economic shifts, and infrastructure sabotage.",bm25_rag,euvsdisinfo,ARMENIAN|EN|RU,,,4
nar_797,camp_206,"Various events are being framed by specific narratives, often involving political maneuvering or deliberate actions.",bm25_rag,euvsdisinfo,RU|SK,,,5
nar_521,camp_207,Russia accuses the West of hypocrisy while political tensions and disinformation campaigns escalate globally.,bm25_rag,euvsdisinfo,EN|GEORGIAN,,,3
nar_751,camp_207,"Russia alleges external forces, particularly the US, instigated the Ukrainian crisis and are conducting cyberattacks against Russia.",bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_964,camp_208,Russian officials criticize US actions while alleging staged chemical attacks in Syria and reporting nuclear damage.,bm25_rag,euvsdisinfo,Arabic|French|Russian,,,3
nar_835,camp_208,Claims range from military stagnation to successful counter-terrorism operations without a unified narrative.,bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_284,camp_209,"Regional security concerns are intertwined with geopolitical tensions involving the West, Russia, and Belarus.",bm25_rag,euvsdisinfo,Arabic|Finnish|Russian,,,3
nar_771,camp_209,"Geopolitical actors assert their own narratives regarding military alliances, political futures, and territorial claims.",bm25_rag,euvsdisinfo,ARABIC|RU,,,3
nar_153,camp_210,Russia claims its annexation of Crimea is permanent while accusing Ukraine of deliberately distancing itself from Russia.,bm25_rag,euvsdisinfo,Arabic|English|Russian,,,3
nar_461,camp_210,Geopolitical tensions are driving military alliances and political support for figures like Vladimir Putin.,bm25_rag,euvsdisinfo,ARABIC|RU,,,3
nar_75,camp_211,"A sophisticated cyberattack, like the SolarWinds hack, is being hampered by external interference during investigations.",bm25_rag,euvsdisinfo,English,,,3
nar_269,camp_211,Regional actors are engaged in efforts to restore balance while discussing economic and geopolitical matters.,bm25_rag,euvsdisinfo,Arabic,,,3
nar_885,camp_53,"Global events show varied geopolitical tensions, including tech censorship, resource assurances, and travel restrictions.",bm25_rag,euvsdisinfo,Arabic|English,,,3
nar_196,camp_212,Russian forces are accused of atrocities in Bucha while implementing restrictive laws in Crimea.,bm25_rag,euvsdisinfo,English,,,3
nar_281,camp_212,"Lithuanian politics faces criticism regarding rhetoric, business influence, and alleged authoritarian leanings mirroring Belarus.",bm25_rag,euvsdisinfo,Georgian|Polish|Russian,,,3
nar_815,camp_213,Israeli aggression threatens regional escalation despite Iran's stated commitment against nuclear weapons.,bm25_rag,euvsdisinfo,ARABIC|EN,,,3
nar_789,camp_213,Biden's presidency faces severe global instability from economic crises and escalating nuclear threats.,bm25_rag,euvsdisinfo,EN,,,3
nar_349,camp_214,Separatist narratives mirror historical discrimination while Russia challenges U.S. influence in the Middle East.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_927,camp_11,"Misinformation narratives falsely link international events to biological warfare, organ trafficking, and missing children.",bm25_rag,euvsdisinfo,Arabic|English,,,3
nar_992,camp_214,Media outlets and state actors are engaged in coordinated narratives to deflect blame regarding international political and military actions.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_386,camp_215,"Western skepticism surrounds Russian scientific claims, while military aid to Ukraine is alleged to be insufficient.",bm25_rag,euvsdisinfo,RU,,,3
nar_698,camp_215,"The claims are too disparate to form a single, coherent central narrative.",bm25_rag,euvsdisinfo,EN|ITALIAN,,,3
nar_641,camp_216,External powers are allegedly influencing domestic politics and challenging international norms in various nations.,bm25_rag,euvsdisinfo,ARABIC|RU,,,3
nar_820,camp_216,Western accusations against Russia are countered by claims of internal actions and state-sponsored narratives.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_614,camp_217,"Global geopolitical tensions are manifesting through localized anti-Ukrainian sentiment, ongoing pandemic effects, and naval arms races.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_603,camp_49,"Geopolitical tensions involve international confrontations, sanctions, and political narratives across various regions.",bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,4
nar_424,camp_217,External pressures and political shifts are undermining Moldova's efforts against Russian influence in Transnistria.,bm25_rag,euvsdisinfo,RU,,,3
nar_134,camp_218,Western nations are hypocritically threatening Russia while ignoring its actions and the flaws in other investigations.,bm25_rag,euvsdisinfo,Arabic|English,,,4
nar_62,camp_218,"Western doubts about Navalny's poisoning, Polish military threats, and Russian vaccine promotion suggest geopolitical instability.",bm25_rag,euvsdisinfo,English|Polish|Russian,,,3
nar_389,camp_219,"Tobacco industry allegedly funded Chatham House, while other unrelated events occurred.",bm25_rag,euvsdisinfo,ARABIC|EN,,,3
nar_348,camp_219,"Nazism is gaining influence in Europe, while international stances on the Ukraine war remain politically contested.",bm25_rag,euvsdisinfo,CS|EN|RU,,,3
nar_171,camp_220,Western influence is allegedly pressuring nations like Moldova and impacting regional stability in the Balkans.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_944,camp_220,External military actions and language proficiency are framed as critical factors in geopolitical conflicts.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_814,camp_221,Russia faces military and strategic challenges in Ukraine while internal political processes are questioned.,bm25_rag,euvsdisinfo,ROMANIAN|RU|UK,,,3
nar_831,camp_221,"Geopolitical tensions and domestic political maneuvering are characterized by broken promises, internal power struggles, and accusations of corruption.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_873,camp_222,The provided claims mix unrelated medical topics with subjective commentary and program descriptions.,bm25_rag,euvsdisinfo,Italian,,,3
nar_595,camp_222,"Russian accusations of biological warfare, mixed reports on political meetings, and alleged Ukrainian military abuses form a complex narrative of conflict.",bm25_rag,euvsdisinfo,ARABIC|PL|RU,,,3
nar_982,camp_223,Russia alleges Western powers are conspiring against it and disputes the findings of international investigations.,bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_974,camp_223,"Misinformation narratives allege weapon diversion, extremist political demands, and the presence of fascist symbolism in military infrastructure.",bm25_rag,euvsdisinfo,Russian,,,3
nar_363,camp_224,Geopolitical tensions and historical events complicate current international efforts and narratives.,bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_357,camp_224,The West is accused of obstructing peace while simultaneously increasing military commitments and undermining European autonomy.,bm25_rag,euvsdisinfo,DE|EN|HUNGARIAN,,,4
nar_97,camp_194,Narratives from various sources are being manipulated to discredit figures and rewrite historical events.,bm25_rag,euvsdisinfo,Arabic|Azerbaijani|Russian,,,4
nar_979,camp_225,"Russian COVID-19 issues, Putin's image, and Afghan drug policy failures represent diverse geopolitical challenges.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_24,camp_225,Borrell's alleged deception and skepticism about Navalny's poisoning coincide with cautious monitoring of the BelNPP.,bm25_rag,euvsdisinfo,Russian,,,3
nar_682,camp_226,US and Russia are major global powers navigating internal political crises amidst ongoing legislative activity.,bm25_rag,euvsdisinfo,GEORGIAN,,,3
nar_542,camp_226,"Global events, from fires to geopolitical shifts, are linked by hidden forces and external pressures.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_632,camp_228,"Government efforts aim to boost domestic stability by strengthening institutions, supporting health, and ensuring employment.",bm25_rag,euvsdisinfo,ARABIC|EN,,,3
nar_229,camp_227,"Historical disputes over World War II events, like the bombing of Wieluń, fuel current political tensions.",bm25_rag,euvsdisinfo,English|Polish|Russian,,,4
nar_950,camp_227,"These claims reflect contested narratives regarding humanitarian crises, historical events, and international political disputes.",bm25_rag,euvsdisinfo,Arabic|English|Russian,,,3
nar_173,camp_228,"NATO's security concerns are exaggerated, while historical geopolitical shifts and alleged human rights abuses in Russia are highlighted.",bm25_rag,euvsdisinfo,Russian,,,3
nar_262,camp_228,Ukraine's political survival and direction are heavily dependent on Western support against external pressures.,bm25_rag,euvsdisinfo,Russian,,,3
nar_700,camp_229,"Misinformation narratives falsely link unrelated events, health issues, and political actions to create misleading narratives.",bm25_rag,euvsdisinfo,EN|ITALIAN|RU,,,5
nar_282,camp_229,"Russian vaccine approval is contested, while Syrian rescuers face danger and government plans agricultural expansion.",bm25_rag,euvsdisinfo,Arabic|English,,,3
nar_730,camp_230,Global elites are orchestrating a destabilizing shift that threatens national sovereignty and societal stability.,bm25_rag,euvsdisinfo,RU,,,3
nar_409,camp_230,"Political figures are engaged in discussions regarding elections, foreign influence, and national sovereignty.",bm25_rag,euvsdisinfo,RU,,,3
nar_406,camp_231,"The provided claims lack a coherent narrative thread connecting political dissent, historical weather events, and population stagnation.",bm25_rag,euvsdisinfo,RU,,,3
nar_995,camp_231,Escalating conflicts and global economic instability present severe threats to national security and financial stability.,bm25_rag,euvsdisinfo,English|Hungarian,,,3
nar_130,camp_232,"Disputes involve high medical costs, international airspace violations, and threats to cultural sovereignty.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_912,camp_232,"Government actions and political tensions are fueling unrest, division, and concerns over electoral integrity in Ukraine.",bm25_rag,euvsdisinfo,English|Russian|Ukrainian,,,3
nar_854,camp_233,Global powers face challenges while regional states navigate political shifts and economic reforms.,bm25_rag,euvsdisinfo,Georgian|Russian|Ukrainian,,,4
nar_162,camp_233,"Global political shifts involve disputed energy stances, internal US crises, and regional economic protectionism.",bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_674,camp_234,"The provided claims touch upon historical persecution, contemporary political repression, and differing views on societal safety.",bm25_rag,euvsdisinfo,EN,,,3
nar_930,camp_234,Global issues range from illicit oil funding terrorism to demographic crises and geopolitical tensions.,bm25_rag,euvsdisinfo,Arabic|English|Russian,,,4
nar_935,camp_235,"The government faces political crisis, public discontent, and scrutiny over its actions.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_739,camp_235,External actors are allegedly threatening Ukraine through military buildup and political interference.,bm25_rag,euvsdisinfo,EN|RU|UK,,,3
nar_551,camp_236,Egyptian national team's World Cup victory is being widely celebrated across regional media.,bm25_rag,euvsdisinfo,ARABIC,,,4
nar_186,camp_236,"Ukrainian actions are framed as politically motivated, while Russian military strikes cause civilian casualties.",bm25_rag,euvsdisinfo,Armenian|Russian|Ukrainian,,,3
nar_706,camp_237,Global powers are allegedly engaged in covert military actions and election interference against international interests.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_54,camp_237,Global economic instability and political unrest are being fueled by widespread misinformation narratives.,bm25_rag,euvsdisinfo,Czech|English|Russian,,,3
nar_341,camp_237,"International agreements and geopolitical actions are being undermined by political interference, black markets, and contested claims.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_712,camp_238,"Western actions are accused of destabilizing nations through occupation, resource exploitation, and supporting terrorism.",bm25_rag,euvsdisinfo,ARABIC,,,3
nar_834,camp_238,"Western nations are accused of hypocrisy, profiting from global instability while ignoring human rights violations.",bm25_rag,euvsdisinfo,Russian,,,3
nar_642,camp_239,"Various claims suggest systemic failures in education, health advice, international diplomacy, and consular services.",bm25_rag,euvsdisinfo,ARABIC|FR|RU,,,4
nar_477,camp_239,Russian military presence and Western narratives are disputed amid ongoing conflict and aid reports.,bm25_rag,euvsdisinfo,ARABIC|HUNGARIAN|SK,,,3
nar_644,camp_240,Historical Polish population statistics show trends in death rates and natural increase over several decades.,bm25_rag,euvsdisinfo,EN,,,3
nar_932,camp_240,"Global stability requires economic growth, balancing international engagement against existential threats.",bm25_rag,euvsdisinfo,Arabic|English|Italian,,,5
nar_275,camp_241,International financial institutions and political pressures are allegedly manipulating developing nations for resource gain.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_711,camp_22,Global actors are allegedly manipulating information and processes to control narratives and political outcomes.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_738,camp_241,Societal divisions and hidden policies are fueling conflict and resistance against established authorities.,bm25_rag,euvsdisinfo,RU|SK,,,3
nar_314,camp_242,"Egypt is actively engaging in international diplomacy to boost governance, economy, and global presence.",bm25_rag,euvsdisinfo,Arabic,,,3
nar_635,camp_242,Western actions are framed as a coordinated campaign to undermine Russia while alleging surveillance and atrocities.,bm25_rag,euvsdisinfo,RU|SK,,,3
nar_717,camp_243,Western nations are accused of undermining international law and escalating conflicts to control global decision-making.,bm25_rag,euvsdisinfo,EN|RU,,,3
nar_50,camp_243,"Ukrainian elites are allegedly controlled by the West, while Russia provides aid amid disputed Minsk Agreement implementation in Donbas.",bm25_rag,euvsdisinfo,Russian,,,3
nar_218,camp_244,Geopolitical actors are allegedly manipulating international events through disinformation and strategic provocations.,bm25_rag,euvsdisinfo,English|Russian,,,4
nar_274,camp_244,Exclusion of partners from NATO summits and geopolitical tensions suggest regional instability.,bm25_rag,euvsdisinfo,Georgian|Russian,,,3
nar_86,camp_245,"These disparate claims involve geopolitical events, vaccine promotion, and social unrest allegations.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_978,camp_19,Russia is accused of using provocations and chemical attacks to justify Western intervention.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_998,camp_245,"Leaders are facing scrutiny over geopolitical stances, including support for Ukraine and migration concerns.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_849,camp_246,Russian state actors and US influence are allegedly manipulating information platforms and medical decisions.,bm25_rag,euvsdisinfo,Arabic|Russian,,,3
nar_865,camp_246,Global powers are allegedly interfering in sovereign nations through political pressure and military support.,bm25_rag,euvsdisinfo,English|Russian,,,3
nar_369,camp_247,"External powers manipulate Ukraine to provoke conflict, challenging Russia's interests and leading to military escalation.",bm25_rag,euvsdisinfo,ARABIC|RU,,,3
nar_850,camp_247,Trump's election fraud claims coincide with international military activity and NATO presence in Ukraine.,bm25_rag,euvsdisinfo,English,,,3
nar_556,camp_11,"Misinformation narratives suggest fabricated events regarding fuel, military actions, and nuclear disarmament.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_977,camp_248,"European nations are bolstering defenses, including acquiring U.S. tanks, in response to Russian military threats.",bm25_rag,euvsdisinfo,English|Russian|Spanish,,,4
nar_652,camp_248,Russia frames its actions in Donbas and Crimea as humanitarian responses against Ukrainian aggression.,bm25_rag,euvsdisinfo,ARABIC|RU,,,3
nar_663,camp_249,"Climate change narratives are disputed, with claims questioning environmental impacts and the viability of renewable energy.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_428,camp_249,"Powerful hidden influences dictate the true nature of agreements and security outcomes, as seen in the Ukraine conflict.",bm25_rag,euvsdisinfo,DE|EN,,,3
nar_473,camp_250,European and international political instability is characterized by internal disputes and external geopolitical threats.,bm25_rag,euvsdisinfo,EN,,,3
nar_618,camp_179,Russia is engaging in geopolitical demands while simultaneously promoting its own narratives amidst international conflict.,bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_670,camp_227,"These disparate claims cover historical remembrance, international diplomacy, political unrest, and geopolitical disputes.",bm25_rag,euvsdisinfo,EN|ES|GEORGIAN,,,4
nar_492,camp_250,"Various entities are facing scrutiny over alleged misconduct, investigations, and disputed employment actions.",bm25_rag,euvsdisinfo,EN,,,3
nar_621,camp_251,"Various actors are involved in disputed events, including attacks, poisonings, and foreign interference.",bm25_rag,euvsdisinfo,ARABIC|EN,,,3
nar_464,camp_251,Geopolitical instability is fueled by ineffective Western intervention and escalating political violence.,bm25_rag,euvsdisinfo,EN|RU|SERBIAN,,,3
nar_600,camp_252,Regional actors are engaged in humanitarian aid and diplomatic efforts amidst security concerns.,bm25_rag,euvsdisinfo,ARABIC|EN,,,3
nar_761,camp_252,"External pressures and political actions are creating instability, impacting Ukrainian citizens and democratic processes.",bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_286,camp_253,"These claims suggest geopolitical tensions involving historical revisionism, perceived bias in international alliances, and regional instability.",bm25_rag,euvsdisinfo,English|Russian,,,3
nar_400,camp_253,"Powerful entities are allegedly manipulating events, including political actions and public health information.",bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,3
nar_456,camp_254,"US policy appears inconsistent, favoring certain allies while criticizing energy projects and facing international defense challenges.",bm25_rag,euvsdisinfo,EN|RU,,,3
nar_584,camp_254,"The provided claims cover disparate topics of political oppression, geopolitical conspiracy theories, and historical nationalism.",bm25_rag,euvsdisinfo,ARABIC|EN|UK,,,3
nar_719,camp_255,"Global politics are characterized by controversy surrounding historical memory, political figures, and energy infrastructure.",bm25_rag,euvsdisinfo,FR|LITHUANIAN|RU,,,3
